"report_number","occurred_date","occurred_time","reported_date","reported_time","crime_subcategory","primary_offense_description","precinct","sector","beat","neighborhood"
2012000035592,2012-02-05,1212,2012-02-05,NA,"NARCOTIC",NA,"WEST","M","M3","DOWNTOWN COMMERCIAL"
20080000332647,2008-09-05,1515,NA,1558,"NARCOTIC","NARC-SELL-COCAINE","WEST","K","K2","PIONEER SQUARE"
20150000389431,2015-11-07,153,2015-11-07,153,"BURGLARY-RESIDENTIAL","BURGLARY-NOFORCE-RES","NORTH","U","U1","ROOSEVELT/RAVENNA"
20090000133439,2009-04-20,1130,2009-04-20,1214,"CAR PROWL","THEFT-CARPROWL","WEST","K","K1","DOWNTOWN COMMERCIAL"
NA,2010-11-06,1616,2010-11-06,1716,NA,"BURGLARY-NOFORCE-RES","NORTH","B","B3","FREMONT"
2015000042890,NA,2037,2015-02-06,2038,"ROBBERY-COMMERCIAL","ROBBERY-BUSINESS-WEAPON","NORTH","B","B2","FREMONT"
20160000904666,2016-05-18,2300,2016-06-30,1110,"CAR PROWL","THEFT-CARPROWL","SOUTH","O","O1","SODO"
20150000443731,2015-12-23,NA,2015-12-23,1952,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","EAST","E","E2","CAPITOL HILL"
20180000281457,2018-07-27,1600,2018-07-30,1502,NA,"THEFT-OTH","SOUTHWEST","F","F1","HIGH POINT"
20090000225946,2009-06-29,1800,2009-06-30,1354,"THEFT-ALL OTHER","THEFT-OTH",NA,NA,"M3","DOWNTOWN COMMERCIAL"
2014000048431,2014-02-13,2045,2014-02-14,6,"CAR PROWL","THEFT-CARPROWL","SOUTH","O","O1","SODO"
20160000289608,2016-08-11,1337,2016-08-11,1423,"AGGRAVATED ASSAULT-DV","ASSLT-AGG-DV-BODYFORCE","NORTH","L","L1","LAKECITY"
20120000134128,2012-05-01,2230,2012-05-02,937,"THEFT-ALL OTHER","THEFT-OTH","SOUTHWEST","F",NA,"ROXHILL/WESTWOOD/ARBOR HEIGHTS"
20120000403868,2012-11-23,1800,NA,754,"BURGLARY-COMMERCIAL","BURGLARY-FORCE-NONRES","WEST",NA,"D2","SLU/CASCADE"
20170000345068,2017-09-10,0,NA,1108,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","SOUTHWEST","F","F1","HIGH POINT"
20080000128328,NA,800,2008-04-09,2213,"CAR PROWL","THEFT-CARPROWL","WEST","K","K1","DOWNTOWN COMMERCIAL"
20090000187266,2009-05-24,1400,2009-05-31,1501,"THEFT-BUILDING","THEFT-BUILDING",NA,"Q","Q3","QUEEN ANNE"
20170000215622,2017-06-15,1550,2017-06-15,1550,"NARCOTIC","NARC-EQUIPMENT/PARAPHENALIA","SOUTHWEST","W","W3","FAUNTLEROY SW"
20120000272277,2012-08-16,1656,2012-08-16,1712,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","WEST","M","M3","DOWNTOWN COMMERCIAL"
2013000053675,2013-02-15,1845,2013-02-16,1314,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","WEST","M","M2","DOWNTOWN COMMERCIAL"
20090000112024,2009-04-02,2030,2009-04-03,1116,"CAR PROWL","THEFT-CARPROWL","SOUTHWEST","W","W3","FAUNTLEROY SW"
2011000096832,2011-03-25,1740,2011-03-25,1857,"THEFT-BUILDING","THEFT-BUILDING","WEST","M","M2","SLU/CASCADE"
20140000903125,2014-03-30,2000,2014-03-31,1257,"CAR PROWL","THEFT-CARPROWL","NORTH","B","B1","BALLARD SOUTH"
NA,2008-01-18,1343,2008-01-18,1343,"AGGRAVATED ASSAULT","ASSLT-AGG-WEAPON","NORTH","L","L2","LAKECITY"
2017000041668,2017-02-02,2300,2017-02-03,1341,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","EAST","G","G2","CENTRAL AREA/SQUIRE PARK"
20100000326917,2010-09-18,217,2010-09-18,NA,"AGGRAVATED ASSAULT","ASSLT-AGG-WEAPON","EAST","C","C1","MONTLAKE/PORTAGE BAY"
20150000415370,2015-11-23,1200,2015-11-29,1504,"BURGLARY-RESIDENTIAL-SECURE PARKING","BURGLARY-SECURE PARKING-RES","WEST","D","D1","SLU/CASCADE"
20140000201837,2014-06-24,143,2014-06-24,NA,"LIQUOR LAW VIOLATION","LIQUOR LAW VIOLATION","SOUTH","R","R2","MOUNT BAKER"
20140000265703,2014-08-11,NA,2014-08-11,1402,"CAR PROWL","THEFT-CARPROWL",NA,"R","R3","LAKEWOOD/SEWARD PARK"
20140000376601,2014-10-26,2100,2014-11-10,844,"CAR PROWL",NA,"NORTH","B","B3","WALLINGFORD"
20140000199104,2014-06-21,1955,2014-06-21,2140,"BURGLARY-COMMERCIAL","BURGLARY-NOFORCE-NONRES","NORTH","B","B2","FREMONT"
20100000222946,2010-06-30,830,2010-06-30,2138,"BURGLARY-RESIDENTIAL","BURGLARY-NOFORCE-RES","SOUTHWEST","W",NA,"MORGAN"
20100000417266,2010-12-03,1215,2010-12-03,1215,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","SOUTH","S",NA,"SOUTH BEACON HILL"
20180000339516,NA,1700,2018-09-11,1149,NA,"VEH-THEFT-AUTO","SOUTHWEST","F","F2","ROXHILL/WESTWOOD/ARBOR HEIGHTS"
20160000118155,2016-04-06,1120,2016-04-06,1120,"NARCOTIC","NARC-POSSESS-COCAINE","WEST","K","K3","PIONEER SQUARE"
20180000908520,2018-08-31,1400,2018-09-13,1245,"THEFT-BUILDING","THEFT-BUILDING","EAST","G","G3","MADRONA/LESCHI"
2014000047602,2014-02-13,1059,2014-02-13,1059,"NARCOTIC","NARC-EQUIPMENT/PARAPHENALIA","WEST",NA,"M1","BELLTOWN"
20110000133389,2011-04-27,633,2011-04-27,647,"BURGLARY-COMMERCIAL","BURGLARY-FORCE-NONRES","NORTH","B","B3","WALLINGFORD"
NA,2014-04-17,2000,2014-04-17,2000,"NARCOTIC","NARC-POSSESS-COCAINE","NORTH","L","L2","NORTHGATE"
20110000295353,2011-09-07,1207,2011-09-07,1245,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","NORTH","L","L3","LAKECITY"
20100000900436,2010-08-01,130,2010-08-05,1806,"THEFT-BUILDING","THEFT-BUILDING","WEST","Q","Q2","QUEEN ANNE"
20160000162906,2016-05-10,1415,2016-05-10,1415,"WEAPON","WEAPON-UNLAWFUL USE","SOUTHWEST","W","W1","NORTH ADMIRAL"
20150000153024,2015-05-10,200,2015-05-10,350,"DUI","DUI-LIQUOR","SOUTH","R","R3","HILLMAN CITY"
20120000110497,2012-04-11,1908,2012-04-11,1908,"BURGLARY-RESIDENTIAL","BURGLARY-NOFORCE-RES","WEST","Q","Q3","QUEEN ANNE"
NA,NA,NA,2008-01-28,1315,"THEFT-ALL OTHER","THEFT-OTH","NORTH","N","N2","NORTHGATE"
2014000033657,NA,NA,2014-01-31,806,NA,"THEFT-LICENSE PLATE","EAST","G","G1","FIRST HILL"
20130000377608,2013-10-17,1537,2013-10-17,1537,"NARCOTIC","NARC-SELL-COCAINE","WEST","K","K3","CHINATOWN/INTERNATIONAL DISTRICT"
2012000050617,2012-02-19,330,2012-02-19,706,"DUI","DUI-DRUGS","SOUTHWEST","F","F3","SOUTH PARK"
20120000298143,2012-09-04,900,2012-09-05,NA,"AGGRAVATED ASSAULT-DV","ASSLT-AGG-DV-BODYFORCE","SOUTH","R","R3","COLUMBIA CITY"
20090000353675,2009-10-06,NA,2009-10-07,236,"CAR PROWL","THEFT-CARPROWL","EAST","E","E2","CAPITOL HILL"
20180000237866,2018-06-29,1439,2018-06-29,1439,"PROSTITUTION","PROSTITUTION-ASSIST-PROMOTE","NORTH","N","N2","BITTERLAKE"
2011000019055,2011-01-17,252,2011-01-17,326,"CAR PROWL","THEFT-CARPROWL","NORTH","U","U3","SANDPOINT"
20120000224821,2012-07-13,1623,2012-07-13,1623,"WEAPON","WEAPON-UNLAWFUL USE","SOUTH","R","R1","MID BEACON HILL"
20130000292915,2013-08-14,1655,2013-08-14,NA,"CAR PROWL","THEFT-CARPROWL","SOUTH","S","S3","RAINIER VIEW"
20140000319733,2014-09-12,1700,2014-09-24,1257,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","WEST","K","K1",NA
20170000903551,2017-04-20,800,2017-04-20,1241,"CAR PROWL","THEFT-CARPROWL","NORTH","B","B1","BALLARD SOUTH"
20160000258206,2016-07-18,900,2016-07-19,1347,"BURGLARY-RESIDENTIAL","BURGLARY-NOFORCE-RES","NORTH","L","L2","ROOSEVELT/RAVENNA"
20090000283729,2009-08-12,1158,2009-08-12,1440,"BURGLARY-RESIDENTIAL","BURGLARY-FORCE-RES","EAST","C","C3","CENTRAL AREA/SQUIRE PARK"
20100000210577,2010-06-20,2300,2010-06-21,NA,"THEFT-ALL OTHER","THEFT-OTH","SOUTH","R","R1","MID BEACON HILL"
2013000015325,NA,2300,2013-01-14,819,"BURGLARY-RESIDENTIAL-SECURE PARKING","BURGLARY-SECURE PARKING-RES","EAST","G","G1","FIRST HILL"
2009000025588,2009-01-20,1800,2009-01-21,1545,"CAR PROWL","THEFT-AUTOACC","NORTH","U","U3","SANDPOINT"
20150000316208,2015-09-07,1200,2015-09-09,1419,"CAR PROWL","THEFT-CARPROWL","WEST","K","K1","DOWNTOWN COMMERCIAL"
20150000124076,2015-04-16,1200,NA,1559,"CAR PROWL","THEFT-CARPROWL",NA,"M","M1","BELLTOWN"
20090000365219,2009-10-15,2100,2009-10-16,1701,"CAR PROWL","THEFT-CARPROWL","EAST","E","E3","FIRST HILL"
NA,2010-12-25,322,2010-12-25,322,"AGGRAVATED ASSAULT-DV","ASSLT-AGG-DV-WEAPON","SOUTH","S","S1","MID BEACON HILL"
20100000176838,2010-05-27,2300,2010-05-28,813,"CAR PROWL","THEFT-CARPROWL","NORTH","N","N1","BITTERLAKE"
20140000261973,2014-07-21,1800,NA,1225,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","EAST","E",NA,"CAPITOL HILL"
20140000111539,2014-04-12,205,2014-04-12,205,"TRESPASS",NA,"SOUTH","O","O3","GEORGETOWN"
NA,2017-05-17,215,NA,728,"THEFT-BUILDING","THEFT-BUILDING","EAST","E","E2","CAPITOL HILL"
20130000453225,2013-12-17,550,2013-12-19,1737,"BURGLARY-RESIDENTIAL","BURGLARY-FORCE-RES","SOUTH","S","S3","RAINIER VIEW"
20080000253406,2008-07-10,1500,2008-07-10,2254,"BURGLARY-RESIDENTIAL","BURGLARY-FORCE-RES","EAST","G","G2","CENTRAL AREA/SQUIRE PARK"
20140000906748,2014-08-21,1315,2014-08-21,1945,"THEFT-ALL OTHER","THEFT-OTH","NORTH","L","L2","NORTHGATE"
20160000393754,2016-10-30,2300,2016-10-31,NA,"THEFT-BUILDING","THEFT-BUILDING","SOUTHWEST","F","F2","SOUTH DELRIDGE"
20160000310268,2016-08-27,1134,2016-08-27,NA,"FAMILY OFFENSE-NONVIOLENT","CHILD-OTHER","SOUTH","R","R2","MOUNT BAKER"
20170000911831,2017-12-28,1324,2017-12-28,1423,"THEFT-ALL OTHER","THEFT-OTH","NORTH","N","N3","NORTHGATE"
20180000279443,NA,1000,2018-07-28,2325,NA,"BURGLARY-FORCE-RES","NORTH","L","L2","NORTHGATE"
NA,2015-02-11,0,2015-02-11,906,"CAR PROWL","THEFT-CARPROWL",NA,"B","B1","BALLARD SOUTH"
20080000447063,2008-11-29,1800,2008-11-30,42,"CAR PROWL","THEFT-CARPROWL","WEST","M","M1",NA
20130000450898,2013-12-10,1200,2013-12-17,1609,"THEFT-ALL OTHER","THEFT-OTH","NORTH","N","N3","BITTERLAKE"
20140000902894,2014-03-18,1820,2014-03-19,1614,"CAR PROWL","THEFT-CARPROWL","EAST","G","G2",NA
20170000420556,2017-11-10,NA,2017-11-13,912,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO",NA,"J","J1","GREENWOOD"
20150000329300,2015-09-19,2118,2015-09-19,2118,"BURGLARY-RESIDENTIAL","BURGLARY-NOFORCE-RES","WEST","Q","Q1","MAGNOLIA"
20080000483440,2008-12-31,NA,2008-12-31,2207,"CAR PROWL","THEFT-CARPROWL","NORTH","U","U1","UNIVERSITY"
20130000907918,2013-11-06,1230,2013-11-06,1440,"THEFT-BUILDING","THEFT-BUILDING","WEST","M","M1",NA
20100000901401,2010-10-10,2040,2010-10-11,743,"CAR PROWL","THEFT-AUTOACC","NORTH","J",NA,"GREENWOOD"
20170000910636,2017-11-21,0,2017-11-21,1858,"CAR PROWL","THEFT-CARPROWL","NORTH","N","N1","BITTERLAKE"
20090000329711,2009-09-15,900,2009-09-17,1912,"THEFT-ALL OTHER","THEFT-OTH","EAST","C","C3","CENTRAL AREA/SQUIRE PARK"
20130000191184,2013-06-02,2100,2013-06-04,1257,"MOTOR VEHICLE THEFT","VEH-THEFT-MTRCYCLE","EAST","E","E3",NA
20080000160836,2008-05-04,2030,2008-05-05,1046,"CAR PROWL","THEFT-CARPROWL","WEST","K","K1","DOWNTOWN COMMERCIAL"
NA,2010-12-18,30,2010-12-18,141,"CAR PROWL","THEFT-CARPROWL","NORTH",NA,"U2","UNIVERSITY"
2013000090976,2013-03-17,NA,2013-03-17,2309,"CAR PROWL","THEFT-CARPROWL","NORTH","B","B3","WALLINGFORD"
20130000383923,2013-10-22,1457,2013-10-22,1647,"CAR PROWL","THEFT-CARPROWL","NORTH",NA,"U2","UNIVERSITY"
20150000113698,2015-04-07,730,2015-04-07,NA,"BURGLARY-RESIDENTIAL","BURGLARY-FORCE-RES","NORTH","U",NA,"SANDPOINT"
NA,2010-05-09,1530,2010-05-16,1634,"THEFT-ALL OTHER","THEFT-OTH","EAST","E","E1","CAPITOL HILL"
NA,2016-11-04,1915,2016-11-06,924,"CAR PROWL","THEFT-CARPROWL",NA,"D","D1","BELLTOWN"
20140000908095,2014-10-09,2030,2014-10-13,1236,NA,"THEFT-BICYCLE","NORTH","U","U1","UNIVERSITY"
20160000138874,2016-04-22,845,2016-04-22,853,"BURGLARY-COMMERCIAL","BURGLARY-NOFORCE-NONRES","WEST","M","M3","DOWNTOWN COMMERCIAL"
20130000438790,2013-12-06,2130,2013-12-07,48,"CAR PROWL","THEFT-CARPROWL","WEST","D","D2",NA
20140000909904,2014-11-10,1030,2014-12-23,739,"THEFT-BUILDING","THEFT-BUILDING","WEST","Q","Q3","SLU/CASCADE"
20150000194370,2015-06-10,1806,2015-06-10,1806,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","WEST","M","M1","BELLTOWN"
20140000220868,2014-07-07,2037,2014-07-07,2237,"CAR PROWL","THEFT-CARPROWL","SOUTH","R","R3","GENESEE"
20080000404922,2008-10-28,1305,2008-10-28,1315,"THEFT-SHOPLIFT",NA,"EAST","C","C1","CAPITOL HILL"
20150000902851,NA,300,2015-04-28,1856,"CAR PROWL","THEFT-CARPROWL","WEST","Q","Q2","QUEEN ANNE"
20170000309901,2017-08-21,1857,2017-08-21,1942,"BURGLARY-RESIDENTIAL","BURGLARY-NOFORCE-RES","SOUTH","R","R3","LAKEWOOD/SEWARD PARK"
20100000413596,2010-11-29,1800,2010-11-30,1220,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO",NA,"F","F3","SOUTH PARK"
NA,2010-08-10,1809,NA,1809,"RAPE","SEXOFF-SODOMY","WEST","K","K3","CHINATOWN/INTERNATIONAL DISTRICT"
20180000245354,2018-07-05,6,2018-07-05,6,"BURGLARY-COMMERCIAL","BURGLARY-FORCE-NONRES","SOUTHWEST","W","W2","ALASKA JUNCTION"
20150000232270,2015-06-19,1800,2015-07-07,2017,"BURGLARY-RESIDENTIAL-SECURE PARKING","BURGLARY-SECURE PARKING-RES","EAST","E",NA,"FIRST HILL"
20100000112513,2010-04-06,1630,2010-04-07,831,"CAR PROWL","THEFT-CARPROWL","SOUTH","O","O2",NA
20150000901588,2015-03-01,100,2015-03-10,1220,"CAR PROWL","THEFT-CARPROWL","EAST","E","E2","FIRST HILL"
20180000319941,2018-08-22,1900,2018-08-28,400,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO",NA,"B","B2","FREMONT"
20140000904186,2014-04-08,1400,2014-04-09,843,"CAR PROWL","THEFT-CARPROWL","NORTH","N","N3","NORTHGATE"
20120000321627,2012-09-22,12,2012-09-22,12,"ROBBERY-RESIDENTIAL","ROBBERY-RESIDENCE-GUN","NORTH","J","J2","BALLARD NORTH"
20140000167892,2014-05-28,2146,2014-05-28,2146,"BURGLARY-RESIDENTIAL","BURGLARY-NOFORCE-RES","EAST","C","C1",NA
20100000417272,2010-12-03,710,2010-12-03,1315,"CAR PROWL","THEFT-CARPROWL","WEST","Q","Q2",NA
20170000257351,2017-07-15,745,2017-07-15,820,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","EAST","C","C3","CENTRAL AREA/SQUIRE PARK"
20140000138482,2014-05-05,1257,2014-05-05,1257,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","WEST","M","M3","DOWNTOWN COMMERCIAL"
20110000192702,2011-06-16,707,2011-06-16,NA,"BURGLARY-RESIDENTIAL-SECURE PARKING",NA,"WEST","D",NA,"EASTLAKE - WEST"
20180000347123,2018-09-17,623,2018-09-17,NA,"TRESPASS","TRESPASS","NORTH","L","L2","NORTHGATE"
2009000075001,2009-03-02,1800,2009-03-03,831,"CAR PROWL","THEFT-CARPROWL","NORTH","J","J2","BALLARD NORTH"
2014000012886,2014-01-12,2139,2014-01-12,NA,"SEX OFFENSE-OTHER","SEXOFF-INDECENT LIBERTIES","NORTH",NA,"B1","BALLARD SOUTH"
2008000062754,2008-02-17,1406,2008-02-17,1406,"NARCOTIC","NARC-POSSESS-COCAINE","WEST","D","D1","BELLTOWN"
2015000053831,2015-02-16,1116,2015-02-16,NA,NA,"THEFT-BUILDING","NORTH","U","U1","UNIVERSITY"
201800001953,2018-01-02,1200,NA,1650,"CAR PROWL","THEFT-CARPROWL","WEST","M",NA,"BELLTOWN"
20100000341120,2010-09-29,1430,2010-09-29,1859,NA,"VEH-THEFT-AUTO","EAST","G","G3","MADRONA/LESCHI"
20140000352891,2014-10-21,1600,2014-10-21,1911,"CAR PROWL","THEFT-CARPROWL","WEST","Q","Q3","QUEEN ANNE"
20100000271543,2010-08-05,1211,2010-08-05,1507,"THEFT-BUILDING","THEFT-BUILDING",NA,"C","C3","CENTRAL AREA/SQUIRE PARK"
20090000101229,2009-03-24,2130,2009-03-25,927,"CAR PROWL","THEFT-CARPROWL","WEST","Q","Q1","MAGNOLIA"
20080000471638,2008-12-19,2215,2008-12-20,120,"BURGLARY-COMMERCIAL","BURGLARY-FORCE-NONRES",NA,"O","O2","SODO"
20110000353199,2011-10-30,26,NA,2242,"LIQUOR LAW VIOLATION","LIQUOR LAW VIOLATION","NORTH",NA,"J2","BALLARD NORTH"
2009000059441,2009-02-17,2300,2009-02-18,NA,"CAR PROWL","THEFT-CARPROWL","SOUTH","S","S3","RAINIER VIEW"
20150000344923,2015-10-02,730,2015-10-02,1802,"BURGLARY-RESIDENTIAL",NA,"NORTH","J","J2","BALLARD NORTH"
20080000392305,2008-10-18,1700,2008-10-18,1912,"CAR PROWL","THEFT-CARPROWL","WEST","K","K1","DOWNTOWN COMMERCIAL"
20160000286023,2016-08-08,1838,2016-08-08,1838,"CAR PROWL","THEFT-CARPROWL","EAST","G",NA,NA
2009000022691,2009-01-19,157,2009-01-19,157,NA,"THEFT-CARPROWL",NA,"Q","Q3","SLU/CASCADE"
20090000118383,2009-04-07,2240,2009-04-08,1253,"CAR PROWL",NA,"WEST",NA,"D1","BELLTOWN"
2011000077576,2011-03-07,1900,2011-03-08,1540,"CAR PROWL","THEFT-CARPROWL","SOUTH","O",NA,"SODO"
2013000074148,2013-03-04,1340,2013-03-04,1340,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","WEST","D","D2","SLU/CASCADE"
20100000277773,2010-08-10,838,2010-08-10,838,"SEX OFFENSE-OTHER","SEXOFF-OTHER","EAST","C","C2","MILLER PARK"
20160000385605,2016-10-24,2030,2016-10-24,2140,"SEX OFFENSE-OTHER","SEXOFF-INDECENT LIBERTIES","SOUTHWEST","F","F1",NA
20100000303255,2010-08-30,1200,2010-08-30,1205,"AGGRAVATED ASSAULT","ASSLT-AGG-WEAPON","NORTH","U","U2","UNIVERSITY"
2012000043961,2012-02-12,1410,2012-02-13,754,"THEFT-ALL OTHER","THEFT-OTH","WEST","M",NA,"DOWNTOWN COMMERCIAL"
2011000011203,2011-01-09,1800,2011-01-10,1044,"CAR PROWL","THEFT-AUTOACC","SOUTH","R","R2","NORTH BEACON HILL"
20140000356946,2014-10-25,300,2014-10-25,412,"BURGLARY-RESIDENTIAL",NA,"SOUTHWEST","F","F2","ROXHILL/WESTWOOD/ARBOR HEIGHTS"
20170000358059,2017-09-19,626,2017-09-26,748,"FAMILY OFFENSE-NONVIOLENT","ADULT-VULNERABLE-FINANCIAL","EAST","G","G2","CENTRAL AREA/SQUIRE PARK"
20160000412948,2016-11-14,1700,2016-11-15,920,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","EAST","G","G3","MADRONA/LESCHI"
2016000063106,2016-02-22,217,2016-02-22,217,"THEFT-ALL OTHER","THEFT-OTH","EAST","E","E1","CAPITOL HILL"
20150000437920,2015-12-18,1500,2015-12-18,1503,"BURGLARY-RESIDENTIAL","BURGLARY-FORCE-RES","EAST","C","C2","MILLER PARK"
20130000339273,2013-05-31,2030,2013-09-17,1811,"THEFT-ALL OTHER","THEFT-BOAT","SOUTHWEST","W","W3","ROXHILL/WESTWOOD/ARBOR HEIGHTS"
20160000373735,2016-10-15,1415,2016-10-15,1415,"BURGLARY-RESIDENTIAL-SECURE PARKING","BURGLARY-SECURE PARKING-RES","WEST","D","D1","BELLTOWN"
2010000053356,2010-02-15,2148,2010-02-16,1206,"BURGLARY-COMMERCIAL","BURGLARY-NOFORCE-NONRES","SOUTHWEST","W","W2","MORGAN"
20090000312476,2009-09-04,130,2009-09-04,130,"NARCOTIC","NARC-POSSESS-PILL/TABLET","SOUTH","R","R2","CLAREMONT/RAINIER VISTA"
2011000061179,2011-02-21,1132,2011-02-21,1132,"TRESPASS","TRESPASS","NORTH","N","N3","NORTHGATE"
20120000184454,2012-06-13,1153,2012-06-13,1153,"ROBBERY-STREET","ROBBERY-STREET-BODYFORCE",NA,"S","S1","NEW HOLLY"
20080000342386,NA,1900,2008-09-12,1516,"CAR PROWL","THEFT-AUTOACC","SOUTHWEST","W","W2","ALASKA JUNCTION"
2011000033967,NA,112,2011-01-29,113,"BURGLARY-RESIDENTIAL","BURGLARY-NOFORCE-RES","NORTH","U","U3","SANDPOINT"
2014000099516,2014-04-01,2258,2014-04-01,2258,"NARCOTIC","NARC-POSSESS-METH","NORTH","L","L3","SANDPOINT"
20090000348223,NA,1300,2009-10-02,1522,"CAR PROWL",NA,"WEST","D","D2","QUEEN ANNE"
20090000444959,2009-12-28,2000,2009-12-29,1003,"CAR PROWL","THEFT-CARPROWL","NORTH","B","B3","FREMONT"
20120000220015,NA,740,2012-07-10,821,"ROBBERY-COMMERCIAL","ROBBERY-BUSINESS-BODYFORCE","EAST","C","C1","CAPITOL HILL"
20110000901488,2011-04-19,1935,2011-04-25,1524,"THEFT-ALL OTHER","THEFT-OTH","NORTH","L","L1","LAKECITY"
20170000900541,2016-12-15,1300,2017-01-20,954,"THEFT-ALL OTHER","THEFT-OTH","NORTH","N","N2","NORTHGATE"
20170000186244,2017-05-25,1900,2017-05-26,835,NA,"THEFT-CARPROWL","SOUTHWEST","F","F2","ROXHILL/WESTWOOD/ARBOR HEIGHTS"
20110000175252,2011-06-02,26,2011-06-02,NA,"ROBBERY-RESIDENTIAL","ROBBERY-RESIDENCE-GUN","NORTH","N","N1","BITTERLAKE"
20150000905291,2015-08-17,900,2015-08-18,1415,"CAR PROWL","THEFT-CARPROWL","WEST","Q","Q3","QUEEN ANNE"
20080000446784,2008-11-28,NA,2008-11-29,2047,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","WEST","Q","Q3","QUEEN ANNE"
20150000108024,2015-04-02,2304,2015-04-02,NA,"CAR PROWL","THEFT-CARPROWL","NORTH","B","B1","BALLARD SOUTH"
20150000398339,2015-11-14,1400,NA,1804,"BURGLARY-RESIDENTIAL","BURGLARY-FORCE-RES","EAST","C","C3","CENTRAL AREA/SQUIRE PARK"
20080000250293,2008-07-08,2056,2008-07-08,2056,"RAPE","SEXOFF-SODOMY","NORTH","J","J1","GREENWOOD"
2014000085595,2014-03-20,1850,2014-03-20,1850,"FAMILY OFFENSE-NONVIOLENT","CHILD-ABANDON","EAST","G","G1","FIRST HILL"
201800008605,2018-01-08,158,2018-01-08,218,"TRESPASS","TRESPASS","EAST","E","E2","CAPITOL HILL"
20110000377765,2011-11-21,1700,2011-11-22,1110,"CAR PROWL","THEFT-CARPROWL","SOUTHWEST","F","F1","HIGH POINT"
20170000908474,2017-09-17,1215,2017-09-17,1225,"THEFT-BICYCLE","THEFT-BICYCLE","NORTH","N","N1","BITTERLAKE"
20170000112110,2017-03-30,2200,2017-03-31,753,"BURGLARY-RESIDENTIAL","BURGLARY-FORCE-RES","EAST","E","E1","CAPITOL HILL"
2018000048006,2018-02-08,620,2018-02-08,648,"MOTOR VEHICLE THEFT","VEH-THEFT-TRUCK","SOUTHWEST","F","F3","HIGHLAND PARK"
20120000226708,2012-07-14,2304,2012-07-14,2304,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","NORTH","U","U2","UNIVERSITY"
NA,2010-05-19,2022,2010-05-19,2022,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","SOUTH","S","S3","RAINIER BEACH"
20110000339475,2011-10-16,2100,2011-10-17,754,"MOTOR VEHICLE THEFT","VEH-THEFT-TRUCK",NA,"U","U1","UNIVERSITY"
20180000219231,NA,300,2018-06-16,NA,"CAR PROWL","THEFT-CARPROWL","NORTH","J","J3",NA
20080000151251,2008-04-27,2040,2008-04-27,2257,NA,NA,"WEST","M","M3","DOWNTOWN COMMERCIAL"
20120000419589,NA,NA,2012-12-08,1843,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","WEST","M","M2","DOWNTOWN COMMERCIAL"
201100001546,2011-01-01,NA,2011-01-02,842,"BURGLARY-COMMERCIAL","BURGLARY-NOFORCE-NONRES","NORTH","B","B3","WALLINGFORD"
20100000119642,2010-04-12,1900,2010-04-13,953,"CAR PROWL","THEFT-CARPROWL","NORTH","N","N3","NORTHGATE"
20130000901633,2013-02-25,1915,2013-02-26,1712,"CAR PROWL","THEFT-CARPROWL","WEST",NA,"Q2","QUEEN ANNE"
20140000253742,2014-08-02,30,2014-08-02,535,"AGGRAVATED ASSAULT-DV",NA,"WEST","D","D1","BELLTOWN"
2009000024492,2009-01-20,1743,2009-01-20,1743,"ROBBERY-STREET","ROBBERY-STREET-BODYFORCE","WEST","D","D3","SLU/CASCADE"
20170000233658,2017-03-01,NA,2017-06-28,1909,"THEFT-BICYCLE","THEFT-BICYCLE","WEST","D","D3","EASTLAKE - WEST"
20150000120502,2015-04-13,1213,2015-04-13,1213,"ROBBERY-STREET","ROBBERY-STREET-WEAPON","WEST","D","D1","BELLTOWN"
20110000102698,2011-03-31,11,NA,16,NA,NA,NA,"B","B3","WALLINGFORD"
NA,2012-07-03,1900,2013-02-11,909,"THEFT-ALL OTHER","THEFT-OTH","SOUTH",NA,"S2","BRIGHTON/DUNLAP"
20120000901722,2012-04-20,535,NA,1741,"THEFT-ALL OTHER","THEFT-MAIL","SOUTH","R","R3","LAKEWOOD/SEWARD PARK"
20100000186336,NA,2320,2010-06-04,2,"NARCOTIC","NARC-SELL-COCAINE","SOUTH","S","S2","RAINIER BEACH"
