"report_number","occurred_date","occurred_time","reported_date","reported_time","crime_subcategory","primary_offense_description","precinct","sector","beat","neighborhood"
20110000143574,2011-05-05,1713,2011-05-05,1855,"AGGRAVATED ASSAULT",NA,"EAST","C","C3","CENTRAL AREA/SQUIRE PARK"
20090000380660,NA,1730,2009-10-29,2049,"CAR PROWL","THEFT-CARPROWL",NA,"K",NA,"DOWNTOWN COMMERCIAL"
20140000202973,2014-06-24,1945,2014-06-24,2122,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","NORTH","L","L2","NORTHGATE"
20090000393697,2009-11-10,630,2009-11-10,2032,"BURGLARY-RESIDENTIAL","BURGLARY-NOFORCE-RES","SOUTH","R","R3","HILLMAN CITY"
20170000280293,2017-07-28,2200,NA,NA,"THEFT-BUILDING",NA,"NORTH","L","L2","NORTHGATE"
2013000029466,NA,2330,2013-01-26,829,"CAR PROWL","THEFT-CARPROWL","EAST","G","G2","JUDKINS PARK/NORTH BEACON HILL"
20100000338015,2010-09-27,1335,2010-09-27,1335,"CAR PROWL","THEFT-AUTOACC","NORTH","L","L2","NORTHGATE"
20150000353031,2015-10-01,800,2015-10-09,555,"BURGLARY-RESIDENTIAL","BURGLARY-FORCE-RES","NORTH","N","N2","NORTHGATE"
2013000083408,2013-03-11,2207,2013-03-11,2340,"THEFT-ALL OTHER","THEFT-OTH","NORTH","U","U2","UNIVERSITY"
20170000319866,2017-08-29,913,2017-08-29,913,"THEFT-ALL OTHER","THEFT-OTH","SOUTH","R","R3","COLUMBIA CITY"
20130000359904,2013-10-03,1730,2013-10-03,1730,"BURGLARY-RESIDENTIAL","BURGLARY-NOFORCE-RES",NA,"N","N2","BITTERLAKE"
2009000078167,2009-03-05,1810,2009-03-05,1815,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","WEST","M","M3","DOWNTOWN COMMERCIAL"
2008000019691,2008-01-15,1935,2008-01-15,NA,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","NORTH","J","J3","ROOSEVELT/RAVENNA"
20130000411300,2013-11-13,915,2013-11-13,915,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","WEST","M","M2","DOWNTOWN COMMERCIAL"
201200009348,2012-01-09,1630,2012-01-09,2226,"BURGLARY-RESIDENTIAL","BURGLARY-FORCE-RES","SOUTH","S","S3","RAINIER VIEW"
20170000109501,2017-03-28,2020,2017-03-29,927,"CAR PROWL","THEFT-CARPROWL","NORTH","J","J3","ROOSEVELT/RAVENNA"
2014000011169,2014-01-10,2300,2014-01-11,719,"CAR PROWL","THEFT-CARPROWL","NORTH","U","U1","UNIVERSITY"
20170000259928,2017-07-12,1530,2017-07-17,758,"CAR PROWL","THEFT-CARPROWL","WEST","K","K3","CHINATOWN/INTERNATIONAL DISTRICT"
20100000901678,NA,2300,2010-10-30,1411,"CAR PROWL","THEFT-CARPROWL","WEST",NA,"D2","QUEEN ANNE"
NA,2008-11-22,1000,2008-12-01,842,"THEFT-ALL OTHER","THEFT-OTH","NORTH","U","U1","ROOSEVELT/RAVENNA"
NA,NA,1600,2010-07-28,1600,"AGGRAVATED ASSAULT","ASSLT-AGG-WEAPON","SOUTHWEST","F","F2","ROXHILL/WESTWOOD/ARBOR HEIGHTS"
20080000267921,2008-07-21,851,2008-07-21,1216,"CAR PROWL","THEFT-CARPROWL","NORTH","U","U3","SANDPOINT"
20160000907471,NA,1920,2016-11-01,814,"CAR PROWL","THEFT-CARPROWL",NA,"C","C3","CENTRAL AREA/SQUIRE PARK"
2014000098940,2014-04-01,1401,2014-04-01,1401,NA,"NARC-POSSESS-COCAINE","WEST",NA,"K3","CHINATOWN/INTERNATIONAL DISTRICT"
20180000901957,2018-02-27,0,2018-03-01,1557,"CAR PROWL","THEFT-CARPROWL","NORTH","U","U3","SANDPOINT"
20150000117154,2015-04-10,1255,2015-04-10,1256,"THEFT-ALL OTHER","THEFT-OTH","NORTH","N",NA,"BITTERLAKE"
20110000905063,NA,0,2011-12-07,1032,"CAR PROWL","THEFT-CARPROWL","EAST",NA,"G3","MADRONA/LESCHI"
20170000208739,2017-06-10,1530,2017-06-10,2118,"CAR PROWL","THEFT-CARPROWL","WEST","M","M1","DOWNTOWN COMMERCIAL"
20090000396013,2009-11-04,1600,2009-11-12,1805,"THEFT-ALL OTHER","THEFT-PKPOCKET","WEST","M","M2","DOWNTOWN COMMERCIAL"
NA,2014-05-21,2025,2014-05-22,3,"THEFT-ALL OTHER",NA,"SOUTHWEST","W",NA,"FAUNTLEROY SW"
20090000202597,2009-06-12,NA,2009-06-12,1122,"BURGLARY-RESIDENTIAL","BURGLARY-NOFORCE-RES","EAST","G","G2","CENTRAL AREA/SQUIRE PARK"
2017000085537,2017-03-10,1051,2017-03-10,1051,"AGGRAVATED ASSAULT","ASSLT-AGG-POLICE-WEAPON","NORTH","B","B3","WALLINGFORD"
20120000900594,2012-02-12,1930,2012-02-13,1953,"CAR PROWL","THEFT-CARPROWL","SOUTHWEST","W","W1","ALKI"
20100000133055,2010-04-24,300,2010-04-24,306,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","SOUTHWEST","F","F1","PIGEON POINT"
20160000332123,2016-09-10,600,2016-09-13,1303,"BURGLARY-COMMERCIAL","BURGLARY-FORCE-NONRES","NORTH","N","N1","BITTERLAKE"
20130000436003,2013-12-04,700,2013-12-04,1948,"BURGLARY-RESIDENTIAL","BURGLARY-NOFORCE-RES","NORTH","J","J1","BALLARD NORTH"
20140000282324,2014-08-24,1148,2014-08-24,NA,"CAR PROWL",NA,"WEST","Q","Q3","SLU/CASCADE"
2009000077068,2009-03-04,2027,NA,2027,NA,"ASSLT-AGG-WEAPON","SOUTHWEST","F","F3","SOUTH PARK"
20130000239698,2013-07-07,1342,2013-07-07,1342,"TRESPASS",NA,"NORTH","J","J3","ROOSEVELT/RAVENNA"
20120000203761,2012-06-28,130,2012-06-28,1311,"CAR PROWL","THEFT-CARPROWL","NORTH","B","B3","WALLINGFORD"
20170000280323,2017-07-31,1045,2017-07-31,NA,"AGGRAVATED ASSAULT-DV","ASSLT-AGG-DV-WEAPON","SOUTHWEST","W","W3","FAUNTLEROY SW"
20180000251200,2018-07-09,723,2018-07-09,723,"BURGLARY-COMMERCIAL","BURGLARY-FORCE-NONRES","NORTH","B","B1","BALLARD SOUTH"
2011000040966,2011-02-03,1848,2011-02-03,2034,"CAR PROWL","THEFT-CARPROWL","SOUTH","R","R1","NORTH BEACON HILL"
20090000111822,2009-02-21,1400,2009-04-03,938,"THEFT-ALL OTHER","THEFT-OTH","NORTH","L","L2","NORTHGATE"
20170000129176,2017-04-12,1800,2017-04-13,1910,NA,"THEFT-CARPROWL","WEST","D","D3","SLU/CASCADE"
20160000323094,2016-09-03,527,2016-09-06,1712,"THEFT-ALL OTHER","THEFT-OTH","EAST","E","E3","FIRST HILL"
20150000444167,2015-12-22,2230,2015-12-24,812,"BURGLARY-COMMERCIAL","BURGLARY-NOFORCE-NONRES","NORTH","U","U1","ROOSEVELT/RAVENNA"
20110000901177,2011-03-30,2200,2011-04-02,1132,"CAR PROWL","THEFT-CARPROWL","WEST","Q","Q3","QUEEN ANNE"
20110000307169,2011-09-17,602,2011-09-17,636,"AGGRAVATED ASSAULT",NA,"NORTH","U","U2","UNIVERSITY"
20170000136549,NA,1045,2017-04-19,NA,NA,"CHILD-OTHER","SOUTH","S","S1","MID BEACON HILL"
20100000248954,2010-07-19,2201,2010-07-19,2201,NA,"ASSLT-AGG-GUN","SOUTHWEST","F","F2","HIGHLAND PARK"
20110000183525,2011-06-08,1711,2011-06-08,1711,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","WEST","M","M1","DOWNTOWN COMMERCIAL"
2015000064733,2015-02-25,2300,2015-02-26,817,"CAR PROWL",NA,NA,NA,"D1",NA
20110000282259,2011-08-26,1600,2011-08-27,NA,"CAR PROWL","THEFT-CARPROWL","NORTH","J","J3","GREENWOOD"
2012000070384,2012-03-07,1000,2012-03-07,1810,"THEFT-ALL OTHER","THEFT-OTH","SOUTHWEST","F","F3","SOUTH PARK"
2014000018754,2014-01-15,2100,2014-01-17,2252,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","EAST","C","C3","CENTRAL AREA/SQUIRE PARK"
20120000231253,NA,2000,2012-07-18,807,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","NORTH","L","L2","NORTHGATE"
201400007200,2014-01-07,1818,NA,1818,"AGGRAVATED ASSAULT","ASSLT-AGG-WEAPON","SOUTH","R","R3","GENESEE"
20170000260657,2017-07-17,820,2017-07-17,1720,"CAR PROWL","THEFT-CARPROWL","EAST","C","C1","CAPITOL HILL"
20080000377819,2008-10-07,NA,2008-10-07,NA,"NARCOTIC","NARC-POSSESS-MARIJU","WEST","M","M2","DOWNTOWN COMMERCIAL"
2018000022200,2018-01-18,1920,2018-01-18,1920,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","SOUTH","S","S3","RAINIER BEACH"
20160000908261,2016-11-23,2100,2016-11-26,1109,"CAR PROWL","THEFT-CARPROWL","NORTH","N","N1",NA
2016000080693,2016-03-05,1200,2016-03-07,755,"CAR PROWL","THEFT-AUTOACC","SOUTH",NA,"O2","GEORGETOWN"
20130000904693,2013-10-24,2000,2013-10-25,NA,"CAR PROWL","THEFT-CARPROWL","WEST","D","D2","QUEEN ANNE"
20080000182017,2008-05-20,1800,2008-05-20,2106,"CAR PROWL",NA,NA,"D","D3","SLU/CASCADE"
20150000438029,2015-12-18,1621,2015-12-18,1621,"TRESPASS","TRESPASS","SOUTH","R","R2","MOUNT BAKER"
20150000249285,2015-07-18,2300,2015-07-20,1915,"BURGLARY-RESIDENTIAL","BURGLARY-FORCE-RES","SOUTH","S","S3","RAINIER VIEW"
20080000306823,2008-08-17,1529,2008-08-17,1658,"NARCOTIC","NARC-POSSESS-AMPHETAMINE","SOUTH","R","R3","GENESEE"
20130000903503,2013-07-02,1730,2013-07-03,857,NA,"THEFT-OTH","EAST","E","E2","CAPITOL HILL"
20160000125970,2016-04-12,1154,2016-04-12,NA,"CAR PROWL","THEFT-CARPROWL","NORTH","B","B2","BALLARD SOUTH"
20100000174859,2010-05-26,1955,2010-05-26,2112,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","SOUTH","R","R2","MOUNT BAKER"
20180000318421,2018-08-21,1210,2018-08-26,1547,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","WEST",NA,"M2","DOWNTOWN COMMERCIAL"
20110000902305,2011-06-16,1300,NA,814,"CAR PROWL","THEFT-CARPROWL","WEST","K","K1","DOWNTOWN COMMERCIAL"
20120000413917,2012-11-26,NA,2012-12-04,1127,"THEFT-BICYCLE","THEFT-BICYCLE",NA,"U","U1","UNIVERSITY"
20150000419032,2015-12-01,2100,2015-12-02,1521,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","NORTH","N","N3","GREENWOOD"
201400005926,2014-01-06,1611,2014-01-06,NA,"BURGLARY-RESIDENTIAL","BURGLARY-NOFORCE-RES","SOUTH","R","R2","MOUNT BAKER"
20130000276378,2013-08-02,1748,2013-08-02,1845,"NARCOTIC","NARC-POSSESS-COCAINE","WEST","M","M1","DOWNTOWN COMMERCIAL"
20160000439300,2016-12-06,1130,2016-12-06,2003,"THEFT-ALL OTHER","THEFT-OTH","NORTH","J","J2","PHINNEY RIDGE"
20180000122434,2018-04-07,1330,2018-04-07,1609,"THEFT-BUILDING","THEFT-BUILDING","WEST","D","D2","SLU/CASCADE"
20080000465895,2008-12-14,1343,2008-12-14,1352,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","WEST","K","K3","CHINATOWN/INTERNATIONAL DISTRICT"
20130000402824,2013-11-05,1930,2013-11-06,NA,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","EAST","E","E2","CAPITOL HILL"
20160000904896,2016-07-15,935,2016-07-15,1543,"THEFT-ALL OTHER","THEFT-OTH","NORTH","L","L1","LAKECITY"
20140000421390,2014-12-21,1638,2014-12-21,1638,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","NORTH","U","U2","UNIVERSITY"
20130000408848,2013-11-11,558,2013-11-11,932,"BURGLARY-COMMERCIAL","BURGLARY-FORCE-NONRES","WEST","D","D1","BELLTOWN"
NA,2018-06-12,856,NA,856,"RAPE","RAPE-STRONGARM","NORTH","U","U2","UNIVERSITY"
NA,2011-12-18,1000,2012-01-09,1237,NA,"THEFT-OTH","NORTH","U","U3","ROOSEVELT/RAVENNA"
20080000363485,2008-09-27,1320,2008-09-27,1629,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","EAST","E","E2","CAPITOL HILL"
NA,2016-11-16,1621,2016-11-16,1621,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","NORTH","J","J2","BALLARD NORTH"
20170000903408,2017-04-15,1030,2017-04-16,NA,"CAR PROWL","THEFT-CARPROWL","WEST","K",NA,"DOWNTOWN COMMERCIAL"
20090000243647,2009-07-13,1233,2009-07-13,1233,"AGGRAVATED ASSAULT","ASSLT-AGG-WEAPON","WEST",NA,"M3","DOWNTOWN COMMERCIAL"
20090000359002,2009-10-10,2200,2009-10-11,NA,"THEFT-BUILDING","THEFT-BUILDING","EAST","C","C2","MONTLAKE/PORTAGE BAY"
20090000288207,NA,1700,2009-08-15,2115,"BURGLARY-RESIDENTIAL",NA,"SOUTH","S",NA,"RAINIER VIEW"
20100000335833,2010-09-25,1500,2010-09-25,1714,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","NORTH","U","U2","UNIVERSITY"
20100000114131,2010-04-08,1805,2010-04-08,1805,"NARCOTIC","NARC-POSSESS-COCAINE","WEST","K","K3","CHINATOWN/INTERNATIONAL DISTRICT"
201300007904,2013-01-07,900,2013-01-07,1942,"CAR PROWL","THEFT-AUTOACC","WEST","K","K2","PIONEER SQUARE"
20090000125194,2009-04-13,2030,2009-04-14,749,"CAR PROWL","THEFT-CARPROWL",NA,"M","M3","DOWNTOWN COMMERCIAL"
20180000220955,2018-06-17,2145,2018-06-17,2153,"PROSTITUTION","PROSTITUTION",NA,"N","N3","NORTHGATE"
20170000299939,2017-08-13,1643,2017-08-14,750,"CAR PROWL","THEFT-CARPROWL","SOUTH","R","R3","LAKEWOOD/SEWARD PARK"
2016000074255,NA,256,2016-03-01,NA,"BURGLARY-RESIDENTIAL","BURGLARY-FORCE-RES","NORTH","B",NA,"FREMONT"
20080000386586,NA,NA,2008-10-14,1736,"CAR PROWL","THEFT-CARPROWL","SOUTHWEST",NA,"W3","ROXHILL/WESTWOOD/ARBOR HEIGHTS"
20120000422705,2011-12-01,0,2012-12-11,1120,"THEFT-ALL OTHER","THEFT-OTH","EAST","C","C3","MADRONA/LESCHI"
2009000076237,2009-03-04,100,2009-03-04,810,"CAR PROWL","THEFT-CARPROWL","NORTH","B","B3","WALLINGFORD"
20150000198639,2015-06-13,1853,2015-06-13,1853,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","WEST","M","M2","SLU/CASCADE"
NA,2011-05-25,30,2011-06-13,1930,"THEFT-ALL OTHER","THEFT-OTH",NA,"B",NA,"BALLARD SOUTH"
20150000342746,2015-09-30,1030,2015-09-30,2221,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","WEST","Q","Q3","QUEEN ANNE"
NA,2014-11-16,30,2014-11-16,1736,"CAR PROWL","THEFT-CARPROWL","NORTH","B","B3","WALLINGFORD"
20110000901522,2011-04-27,NA,2011-04-27,1844,NA,"THEFT-OTH",NA,"D","D2","SLU/CASCADE"
2018000033671,NA,202,2018-01-28,612,"DUI","DUI-LIQUOR","EAST","E","E2","CAPITOL HILL"
20080000354048,2008-09-20,1738,2008-09-20,1830,"CAR PROWL","THEFT-CARPROWL","EAST","G","G3","JUDKINS PARK/NORTH BEACON HILL"
201400003501,2014-01-04,544,2014-01-04,544,NA,"THEFT-OTH","SOUTH","S","S2","BRIGHTON/DUNLAP"
20170000283409,2017-08-01,2100,2017-08-02,1209,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","WEST","Q",NA,"QUEEN ANNE"
20090000361086,2009-10-11,1530,2009-10-13,932,NA,"THEFT-OTH","SOUTH","S","S3","RAINIER VIEW"
2012000045465,2012-02-14,1429,2012-02-14,1543,"CAR PROWL","THEFT-CARPROWL","WEST","D",NA,"BELLTOWN"
20100000341524,2010-09-30,223,2010-09-30,223,"WEAPON","WEAPON-CONCEALED","EAST","E","E1","CAPITOL HILL"
2011000093276,2011-03-22,1610,2011-03-22,1621,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","NORTH","B","B3",NA
2011000088939,2011-03-18,1548,2011-03-18,1548,NA,"NARC-POSSESS-PILL/TABLET","SOUTH","S","S2","BRIGHTON/DUNLAP"
200900005901,2009-01-05,2251,2009-01-05,2251,"THEFT-ALL OTHER","THEFT-OTH","EAST","E","E3","FIRST HILL"
20110000187664,2011-06-11,2303,2011-06-11,NA,"THEFT-BICYCLE","THEFT-BICYCLE","WEST","Q","Q3",NA
20100000261491,2010-07-29,405,NA,601,NA,"BURGLARY-FORCE-NONRES","WEST","M","M2","SLU/CASCADE"
2016000086929,2016-03-12,316,2016-03-12,316,"TRESPASS","TRESPASS","SOUTH","R","R1",NA
20180000338686,2018-09-10,1740,2018-09-10,1740,"BURGLARY-RESIDENTIAL","BURGLARY-FORCE-RES","WEST","Q",NA,"MAGNOLIA"
20120000902166,2012-05-16,2000,2012-05-17,2140,"CAR PROWL","THEFT-CARPROWL","NORTH","J","J2",NA
20120000134970,2012-05-02,2359,2012-05-02,2359,"DUI","DUI-LIQUOR","NORTH","J","J1","GREENWOOD"
20110000134258,2011-04-27,2230,2011-04-27,2230,"CAR PROWL","THEFT-CARPROWL","SOUTH","O","O1","SODO"
20160000440340,2016-12-07,1803,2016-12-07,1803,"CAR PROWL","THEFT-LICENSE PLATE","NORTH","J","J2","PHINNEY RIDGE"
20160000157791,2016-05-05,2100,2016-05-06,1655,"CAR PROWL","THEFT-LICENSE PLATE","NORTH","B","B3","FREMONT"
20100000419379,2010-12-05,30,2010-12-05,1156,"CAR PROWL","THEFT-CARPROWL","EAST","C","C1","CAPITOL HILL"
2009000093165,2009-03-18,1324,2009-03-18,1400,"CAR PROWL","THEFT-CARPROWL","WEST","K","K1",NA
NA,2017-11-16,2130,2018-01-20,1533,"RAPE","RAPE-STRONGARM","UNKNOWN","","","UNKNOWN"
20140000904247,2014-05-25,2200,2014-05-26,1204,"CAR PROWL","THEFT-CARPROWL","NORTH","J","J2",NA
20160000109135,2016-03-16,900,NA,953,"BURGLARY-COMMERCIAL","BURGLARY-NOFORCE-NONRES",NA,"L","L1","NORTHGATE"
2008000083709,2008-03-04,1845,NA,2150,"THEFT-ALL OTHER",NA,"WEST","M",NA,"DOWNTOWN COMMERCIAL"
NA,2014-08-04,900,2014-08-04,NA,"CAR PROWL","THEFT-CARPROWL","NORTH","U","U3","SANDPOINT"
20080000376916,2008-10-07,NA,2008-10-07,854,"FAMILY OFFENSE-NONVIOLENT","CHILD-OTHER","NORTH","U","U3","SANDPOINT"
2014000086273,2014-03-13,1200,2014-03-21,927,"FAMILY OFFENSE-NONVIOLENT","CHILD-OTHER","NORTH",NA,"U3","ROOSEVELT/RAVENNA"
20130000150322,2013-05-05,200,2013-05-05,900,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","EAST","E","E3","CAPITOL HILL"
20140000391074,2014-11-22,1455,2014-11-22,1455,"AGGRAVATED ASSAULT","ASSLT-AGG-WEAPON","WEST","K","K1","DOWNTOWN COMMERCIAL"
NA,2013-12-31,1400,2014-01-01,925,"BURGLARY-RESIDENTIAL","BURGLARY-FORCE-RES",NA,"S","S1","MID BEACON HILL"
20180000191754,NA,30,NA,606,"THEFT-ALL OTHER","THEFT-OTH","WEST","K","K1","DOWNTOWN COMMERCIAL"
20160000260158,2016-07-15,2200,2016-07-20,2119,"RAPE","RAPE-STRONGARM",NA,"U","U2","UNIVERSITY"
20100000900804,2010-08-29,2200,2010-08-30,749,"CAR PROWL","THEFT-AUTOACC","SOUTH","S","S3","RAINIER VIEW"
2017000089125,2017-03-13,930,2017-03-13,1014,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","WEST","M","M3","DOWNTOWN COMMERCIAL"
20120000900304,2012-01-24,2115,2012-01-25,922,"CAR PROWL","THEFT-CARPROWL","EAST","C","C3","MADRONA/LESCHI"
2009000084235,2009-03-10,NA,2009-03-11,3,"CAR PROWL","THEFT-CARPROWL","WEST","K","K1","DOWNTOWN COMMERCIAL"
20130000323624,2013-09-06,700,NA,951,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO",NA,"L","L2","NORTHGATE"
20090000201206,2009-06-10,2100,2009-06-11,600,"CAR PROWL","THEFT-CARPROWL","WEST","D","D2","SLU/CASCADE"
20130000393048,2013-10-29,1727,2013-10-29,1852,"THEFT-BUILDING","THEFT-BUILDING","SOUTH","R","R2","MOUNT BAKER"
NA,2013-06-06,2135,2014-01-19,1456,"THEFT-BICYCLE","THEFT-BICYCLE","NORTH","L","L3","LAKECITY"
201700004809,2017-01-04,2325,2017-01-04,2325,"AGGRAVATED ASSAULT-DV","ASSLT-AGG-DV-BODYFORCE","NORTH","J","J1","BALLARD NORTH"
20170000906360,2017-07-14,2300,2017-07-17,1621,"CAR PROWL","THEFT-CARPROWL","EAST","C",NA,"MADRONA/LESCHI"
2011000047609,2011-02-09,1432,2011-02-09,1432,"BURGLARY-RESIDENTIAL","BURGLARY-FORCE-RES","SOUTH","S","S2","BRIGHTON/DUNLAP"
20150000449914,2015-12-30,1431,2015-12-30,1431,"BURGLARY-RESIDENTIAL","BURGLARY-NOFORCE-RES","NORTH","J","J3","GREENWOOD"
20100000266923,NA,940,2010-08-02,1149,"THEFT-ALL OTHER","THEFT-OTH","WEST",NA,NA,"CHINATOWN/INTERNATIONAL DISTRICT"
20090000261222,2009-04-25,2000,2009-07-26,1350,"CAR PROWL","THEFT-CARPROWL","WEST","K","K3","CHINATOWN/INTERNATIONAL DISTRICT"
20090000390099,2009-11-06,2300,NA,1034,NA,"BURGLARY-NOFORCE-RES","EAST","E","E1","CAPITOL HILL"
20170000195950,2017-06-01,2011,2017-06-01,2011,"NARCOTIC","NARC-POSSESS-COCAINE","WEST","K","K1","DOWNTOWN COMMERCIAL"
20170000439559,2017-11-28,1815,2017-11-28,2342,NA,"THEFT-SHOPLIFT","NORTH","U","U3","ROOSEVELT/RAVENNA"
20130000416525,2013-11-16,1400,2013-11-17,1050,"CAR PROWL","THEFT-LICENSE PLATE","NORTH","B","B2","BALLARD SOUTH"
2013000024582,2013-01-19,1730,2013-01-22,1333,"BURGLARY-RESIDENTIAL","BURGLARY-FORCE-RES","NORTH","L","L3","SANDPOINT"
20170000904298,2017-05-12,1700,2017-05-14,NA,"CAR PROWL","THEFT-CARPROWL","NORTH","B","B1","BALLARD SOUTH"
20130000110292,2013-04-01,1045,2013-04-02,1100,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","NORTH","U","U2","UNIVERSITY"
20130000413321,2013-11-13,1830,2013-11-14,1925,"BURGLARY-RESIDENTIAL-SECURE PARKING","BURGLARY-SECURE PARKING-RES","NORTH","L","L2","NORTHGATE"
20140000301914,NA,1725,2014-09-09,1727,"CAR PROWL","THEFT-CARPROWL",NA,"G","G1","FIRST HILL"
20140000137442,2014-05-04,1300,2014-05-04,1351,"CAR PROWL","THEFT-CARPROWL","WEST","M","M1",NA
20120000208040,2012-07-01,1510,2012-07-01,1521,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","WEST","M","M2","DOWNTOWN COMMERCIAL"
NA,2013-03-16,200,2013-03-17,906,"SEX OFFENSE-OTHER","SEXOFF-INDECENT LIBERTIES","SOUTHWEST","F","F2",NA
20120000219491,NA,1000,2012-07-09,2027,"BURGLARY-RESIDENTIAL","BURGLARY-FORCE-RES","SOUTH","R","R2","MOUNT BAKER"
20080000109737,2008-03-25,730,2008-03-26,206,"BURGLARY-RESIDENTIAL","BURGLARY-FORCE-RES","SOUTH","R","R1","MID BEACON HILL"
20160000316794,NA,1121,2016-09-01,1121,"THEFT-ALL OTHER","THEFT-OTH",NA,"K","K1","DOWNTOWN COMMERCIAL"
20160000297652,NA,1241,2016-08-17,1307,"THEFT-SHOPLIFT",NA,"NORTH","N","N3","NORTHGATE"
20130000110508,2013-04-02,1430,2013-04-02,1520,"BURGLARY-RESIDENTIAL","BURGLARY-FORCE-RES",NA,"L","L2","NORTHGATE"
20150000424282,NA,0,2015-12-07,1246,"CAR PROWL","THEFT-LICENSE PLATE","NORTH","J","J2","BALLARD NORTH"
20170000304155,2017-08-17,300,2017-08-17,1106,"BURGLARY-COMMERCIAL","BURGLARY-FORCE-NONRES","SOUTH",NA,NA,"HILLMAN CITY"
2013000079294,2013-03-07,1430,NA,1330,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","SOUTH","S","S2","BRIGHTON/DUNLAP"
2009000068361,NA,1030,2009-02-25,1339,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","NORTH","N",NA,"NORTHGATE"
20130000317258,2013-09-01,1322,2013-09-01,1322,"BURGLARY-COMMERCIAL","BURGLARY-FORCE-NONRES","SOUTH",NA,"O2","GEORGETOWN"
NA,2009-01-07,1,2009-01-20,1730,"BURGLARY-COMMERCIAL","BURGLARY-FORCE-NONRES","WEST","Q","Q2","QUEEN ANNE"
20170000217705,2017-06-17,58,2017-06-17,102,"THEFT-ALL OTHER","THEFT-MAIL","NORTH","B","B3","WALLINGFORD"
20090000292567,2009-08-19,914,2009-08-19,958,"THEFT-BUILDING","THEFT-BUILDING","WEST","M","M2","SLU/CASCADE"
20170000357843,2017-09-26,11,2017-09-26,11,"NARCOTIC","NARC-POSSESS-METH","NORTH","U","U1","UNIVERSITY"
20100000255566,2010-07-24,1915,2010-07-24,1931,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","WEST","M",NA,"DOWNTOWN COMMERCIAL"
20110000343710,NA,1900,2011-10-21,1034,"THEFT-ALL OTHER","THEFT-OTH","WEST",NA,"Q1","MAGNOLIA"
20150000243954,2015-02-01,0,2015-07-16,1655,"CAR PROWL","THEFT-LICENSE PLATE","NORTH","N","N3","NORTHGATE"
20140000901917,2014-03-15,0,2014-03-16,746,"THEFT-BICYCLE","THEFT-BICYCLE","SOUTH","R","R3","COLUMBIA CITY"
20090000353105,2009-10-06,900,2009-10-06,1559,"BURGLARY-RESIDENTIAL","BURGLARY-NOFORCE-RES","NORTH","N","N1",NA
201600004701,2016-01-05,1146,2016-01-05,1146,"THEFT-ALL OTHER","THEFT-OTH","SOUTHWEST","F","F3","SOUTH PARK"
20090000330926,2009-09-18,1200,2009-09-18,1715,"THEFT-ALL OTHER","THEFT-OTH","SOUTH","S","S3","RAINIER BEACH"
20110000412037,2011-12-26,1050,2011-12-26,1100,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","WEST","M","M2","DOWNTOWN COMMERCIAL"
NA,2014-10-17,1400,2014-10-17,1749,NA,"BURGLARY-FORCE-RES","SOUTH","S","S3","RAINIER VIEW"
20160000183643,2016-05-25,1400,2016-05-25,NA,"NARCOTIC","NARC-SELL-COCAINE","WEST","M","M3","DOWNTOWN COMMERCIAL"
NA,2016-07-21,1,NA,658,"CAR PROWL","THEFT-AUTOACC","EAST","G","G1","FIRST HILL"
20080000193473,NA,1409,2008-05-29,1740,"NARCOTIC","NARC-POSSESS-MARIJU","WEST","M","M1","DOWNTOWN COMMERCIAL"
20140000900049,2013-12-26,NA,2014-01-03,NA,"CAR PROWL","THEFT-CARPROWL","WEST","Q","Q3","QUEEN ANNE"
