"report_number","occurred_date","occurred_time","reported_date","reported_time","crime_subcategory","primary_offense_description","precinct","sector","beat","neighborhood"
20150000905155,2015-08-07,1900,2015-08-12,1120,"CAR PROWL","THEFT-CARPROWL","SOUTHWEST","W","W1","NORTH ADMIRAL"
2018000071957,2018-02-27,800,2018-02-27,1150,"THEFT-ALL OTHER","THEFT-OTH","WEST","K","K2","PIONEER SQUARE"
20170000350737,2017-09-20,NA,2017-09-20,1540,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","NORTH","J","J3","ROOSEVELT/RAVENNA"
20170000907635,2017-08-23,315,2017-08-24,1529,"CAR PROWL",NA,"NORTH","N","N1","GREENWOOD"
20130000376238,2013-09-20,1700,2013-10-16,1536,"BURGLARY-RESIDENTIAL","BURGLARY-FORCE-RES","NORTH","J","J1","GREENWOOD"
20090000109577,2009-04-01,NA,2009-04-01,939,"CAR PROWL","THEFT-CARPROWL","NORTH","N","N2","NORTHGATE"
20160000146532,2016-04-27,2200,2016-04-28,NA,"CAR PROWL","THEFT-CARPROWL",NA,"Q","Q3","QUEEN ANNE"
2011000095583,2011-03-24,1831,2011-03-24,1951,"THEFT-ALL OTHER","THEFT-OTH","SOUTHWEST","F","F1","SOUTH PARK"
20130000221715,2013-06-25,1449,2013-06-25,1627,NA,"THEFT-CARPROWL","WEST","Q","Q3","QUEEN ANNE"
20180000217009,2018-06-14,630,2018-06-15,754,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","NORTH","L","L2","NORTHGATE"
NA,2018-01-18,1038,2018-01-18,1038,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","WEST","K","K1",NA
2012000018121,2012-01-19,2015,NA,2024,"AGGRAVATED ASSAULT-DV","ASSLT-AGG-DV-WEAPON","SOUTHWEST","F","F3","SOUTH PARK"
20130000902100,2013-02-25,930,2013-02-27,1740,"CAR PROWL","THEFT-CARPROWL","WEST","D","D3","SLU/CASCADE"
20170000904734,2017-05-24,0,2017-05-28,1234,"THEFT-BICYCLE","THEFT-BICYCLE","NORTH","L","L2",NA
2011000044768,2011-02-03,1700,2011-02-07,733,"THEFT-BICYCLE","THEFT-BICYCLE","EAST","C",NA,NA
2012000086905,2012-03-19,1200,NA,1151,"THEFT-ALL OTHER",NA,"EAST","E","E3","FIRST HILL"
20130000905536,2013-04-06,1000,NA,1202,NA,"THEFT-CARPROWL","NORTH","J","J1","GREENWOOD"
20100000237229,2010-07-10,1900,2010-07-10,2319,"CAR PROWL","THEFT-CARPROWL","EAST","C","C1","MONTLAKE/PORTAGE BAY"
20120000420559,2012-12-08,2000,2012-12-09,1642,"THEFT-ALL OTHER","THEFT-OTH","EAST","C","C3","MADISON PARK"
20130000301479,2013-08-21,139,2013-08-21,139,"DUI","DUI-LIQUOR","NORTH","J","J2","BALLARD NORTH"
20120000344477,2012-10-08,1352,2012-10-08,1538,"NARCOTIC","NARC-SELL-MARIJU","WEST","M","M1","DOWNTOWN COMMERCIAL"
20180000141191,2018-04-22,47,2018-04-22,47,NA,"THEFT-CARPROWL",NA,"K","K2","PIONEER SQUARE"
2017000027839,2017-01-23,1709,2017-01-23,1709,"ROBBERY-COMMERCIAL","ROBBERY-BUSINESS-BODYFORCE","NORTH","L","L2","NORTHGATE"
20150000323089,2015-09-10,1900,2015-09-14,2159,"THEFT-BICYCLE","THEFT-BICYCLE","EAST","G","G2","FIRST HILL"
20170000403941,2017-10-30,2330,2017-10-31,610,"MOTOR VEHICLE THEFT",NA,"SOUTH","S","S3","RAINIER VIEW"
2008000076736,2008-02-28,1215,2008-02-28,1218,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","WEST","K",NA,"CHINATOWN/INTERNATIONAL DISTRICT"
20150000167581,2015-05-21,2053,2015-05-21,2053,"AGGRAVATED ASSAULT","ASSLT-AGG-BODYFORCE","NORTH","J","J1","BALLARD NORTH"
2014000089824,2014-03-24,1437,2014-03-24,1437,"CAR PROWL",NA,"EAST","C","C2","MONTLAKE/PORTAGE BAY"
20080000324845,2008-08-30,1830,2008-08-30,2144,"BURGLARY-RESIDENTIAL",NA,"EAST","G","G2","CENTRAL AREA/SQUIRE PARK"
20080000369196,2008-09-30,2200,2008-10-01,1527,"THEFT-BUILDING","THEFT-BUILDING","NORTH","B","B2","FREMONT"
20150000355876,2015-10-11,1159,2015-10-11,1159,"ROBBERY-RESIDENTIAL","ROBBERY-RESIDENCE-BODYFORCE","EAST","E","E3","FIRST HILL"
2011000072740,2011-03-04,900,2011-03-04,1002,"CAR PROWL","THEFT-AUTOACC","EAST","G","G2","MADRONA/LESCHI"
20150000289381,2015-08-18,1900,2015-08-19,1821,"CAR PROWL","THEFT-CARPROWL","SOUTHWEST","F",NA,NA
20080000265807,2008-07-19,1621,2008-07-19,1621,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","EAST","E","E2","CAPITOL HILL"
NA,2014-09-04,1600,2014-09-05,NA,"CAR PROWL","THEFT-CARPROWL",NA,"W","W1","ALKI"
20130000144209,2013-04-22,NA,2013-04-30,1010,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","NORTH","J","J3","ROOSEVELT/RAVENNA"
20120000104133,2012-04-05,1159,2012-04-06,1247,"THEFT-ALL OTHER","THEFT-MAIL","SOUTHWEST","W","W2","HIGH POINT"
20140000331514,2014-10-03,2204,2014-10-03,2204,"BURGLARY-RESIDENTIAL","BURGLARY-FORCE-RES","SOUTH","S","S2","BRIGHTON/DUNLAP"
201700006602,2017-01-06,1118,2017-01-06,1118,NA,"ROBBERY-BUSINESS-WEAPON","WEST","K","K3","CHINATOWN/INTERNATIONAL DISTRICT"
20110000391111,2011-12-02,700,2011-12-05,1227,"BURGLARY-RESIDENTIAL","BURGLARY-FORCE-RES","EAST","C","C2","MILLER PARK"
20160000435441,2016-12-03,1300,2016-12-03,1910,"BURGLARY-COMMERCIAL",NA,"WEST","D","D2","SLU/CASCADE"
20090000251460,2009-07-19,NA,2009-07-19,128,"ROBBERY-STREET","ROBBERY-STREET-BODYFORCE",NA,"B","B1","BALLARD SOUTH"
20160000301489,2016-08-19,1830,2016-08-20,1629,NA,"THEFT-LICENSE PLATE","NORTH","L","L1","NORTHGATE"
200900006260,2009-01-05,2300,2009-01-06,820,"THEFT-ALL OTHER","THEFT-OTH",NA,"G",NA,"CENTRAL AREA/SQUIRE PARK"
2016000055414,2016-02-14,1800,2016-02-15,1505,"MOTOR VEHICLE THEFT","VEH-THEFT-TRUCK","SOUTH","R",NA,"NORTH BEACON HILL"
20130000283507,2013-08-07,1916,2013-08-07,1916,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","NORTH","N","N2","NORTHGATE"
20130000706,2013-01-01,1345,2013-01-01,1444,NA,"ROBBERY-STREET-GUN","SOUTH","S","S2","BRIGHTON/DUNLAP"
201200001404,2011-12-28,2100,2012-01-02,1322,"THEFT-ALL OTHER","THEFT-OTH","SOUTH","S","S3","RAINIER BEACH"
20100000902366,2010-12-13,1555,2010-12-13,1602,"THEFT-ALL OTHER",NA,"WEST","M",NA,NA
20080000397882,2008-10-22,1700,2008-10-23,840,"CAR PROWL","THEFT-CARPROWL","WEST","M","M1","BELLTOWN"
2012000042690,2012-02-11,1330,NA,2123,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","SOUTH","S","S2","BRIGHTON/DUNLAP"
20180000353395,2018-09-21,1624,2018-09-21,1722,"WEAPON","WEAPON-POSSESSION","WEST",NA,"K3","CHINATOWN/INTERNATIONAL DISTRICT"
20140000179099,2014-05-28,900,2014-06-06,NA,"SEX OFFENSE-OTHER","SEXOFF-INDECENT LIBERTIES","SOUTHWEST","W","W3","MORGAN"
20130000268941,2013-07-27,2015,2013-07-28,1002,"CAR PROWL","THEFT-LICENSE PLATE","SOUTH","S","S2","RAINIER BEACH"
20160000905119,2016-07-24,300,2016-07-24,NA,"CAR PROWL","THEFT-CARPROWL","SOUTHWEST","W","W2","ALASKA JUNCTION"
2010000030754,2010-01-27,1442,2010-01-27,1512,"BURGLARY-RESIDENTIAL","BURGLARY-NOFORCE-RES","SOUTHWEST","W","W3","HIGH POINT"
2011000068183,2011-02-16,1100,2011-02-28,NA,"THEFT-ALL OTHER","THEFT-OTH","WEST","D","D3","SLU/CASCADE"
20170000276026,NA,1024,2017-07-28,1230,"WEAPON","WEAPON-CONCEALED","SOUTH","R","R3","GENESEE"
20160000338357,2016-09-18,30,2016-09-18,537,"DUI","DUI-LIQUOR","NORTH","B","B2","FREMONT"
20170000906521,2017-07-18,NA,2017-07-21,1859,"CAR PROWL","THEFT-CARPROWL","NORTH","J","J2","GREENWOOD"
20120000374861,2012-11-01,1337,NA,1337,"TRESPASS","TRESPASS","NORTH","U","U3","SANDPOINT"
20130000111337,2013-04-02,2030,2013-04-03,713,NA,"THEFT-CARPROWL","NORTH","U","U3","SANDPOINT"
20080000412678,2008-11-01,2000,2008-11-03,859,"CAR PROWL","THEFT-CARPROWL","NORTH","J","J3","ROOSEVELT/RAVENNA"
2017000021236,2017-01-18,710,2017-01-18,710,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","NORTH","L","L2","NORTHGATE"
20090000204262,2009-06-13,200,2009-06-13,1152,"THEFT-ALL OTHER","THEFT-OTH","WEST","D","D1","SLU/CASCADE"
20110000162903,2011-05-22,200,2011-05-22,1245,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","EAST","G",NA,"JUDKINS PARK/NORTH BEACON HILL"
20120000372965,2012-10-31,130,2012-10-31,330,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO",NA,"J","J1","GREENWOOD"
NA,NA,2115,2009-02-25,937,"CAR PROWL","THEFT-CARPROWL","NORTH","B","B2","FREMONT"
20180000908276,2018-09-06,340,2018-09-06,2247,"CAR PROWL","THEFT-CARPROWL","SOUTHWEST","F","F3",NA
20180000106653,2018-03-25,1730,2018-03-26,920,"BURGLARY-RESIDENTIAL-SECURE PARKING","BURGLARY-SECURE PARKING-RES","NORTH","N","N1","BITTERLAKE"
2010000034773,2010-01-30,1500,2010-01-30,2057,"MOTOR VEHICLE THEFT",NA,"WEST","M","M1","DOWNTOWN COMMERCIAL"
20090000256459,2009-07-21,2230,2009-07-22,2235,"BURGLARY-RESIDENTIAL","BURGLARY-NOFORCE-RES","EAST","E","E3","FIRST HILL"
20140000126655,2014-04-25,NA,2014-04-25,1449,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","NORTH","J","J2","GREENWOOD"
20140000344383,2014-10-14,1709,2014-10-14,1735,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","NORTH","U","U3","ROOSEVELT/RAVENNA"
2011000089695,NA,550,2011-03-19,602,"","ROBBERY-OTHER","NORTH","N","N3","NORTHGATE"
2016000083489,2016-03-09,100,2016-03-09,1114,"BURGLARY-RESIDENTIAL","BURGLARY-FORCE-RES","NORTH","U","U2","UNIVERSITY"
20120000426233,2012-12-14,NA,2012-12-14,921,"THEFT-BICYCLE","THEFT-BICYCLE","SOUTH","R","R1","NORTH BEACON HILL"
20080000217931,2008-06-16,900,2008-06-16,NA,"BURGLARY-RESIDENTIAL","BURGLARY-NOFORCE-RES","NORTH","J","J3","ROOSEVELT/RAVENNA"
20100000169753,2010-05-10,1200,2010-05-23,923,"CAR PROWL","THEFT-CARPROWL","NORTH","N","N2","NORTHGATE"
20150000129201,2015-04-19,1000,2015-04-20,1532,"BURGLARY-RESIDENTIAL-SECURE PARKING","BURGLARY-SECURE PARKING-RES","WEST","K","K3","PIONEER SQUARE"
20080000354268,2008-09-20,2102,2008-09-20,2112,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","SOUTH","S","S3","RAINIER VIEW"
20150000395406,2015-11-12,200,2015-11-12,1017,"BURGLARY-COMMERCIAL","BURGLARY-NOFORCE-NONRES","SOUTHWEST","W","W1","NORTH ADMIRAL"
20110000113643,2011-04-09,100,2011-04-09,1758,"THEFT-BUILDING","THEFT-BUILDING","SOUTH","R","R1","NORTH BEACON HILL"
2016000018852,2016-01-01,1,2016-01-16,1836,"CAR PROWL","THEFT-LICENSE PLATE","SOUTHWEST","F","F2","ROXHILL/WESTWOOD/ARBOR HEIGHTS"
20110000903983,2011-10-18,NA,2011-10-19,840,"CAR PROWL","THEFT-CARPROWL","NORTH","L","L2","NORTHGATE"
2009000014467,2009-01-12,820,2009-01-12,1441,"BURGLARY-RESIDENTIAL","BURGLARY-FORCE-RES","NORTH","L","L1","LAKECITY"
20140000330300,2014-10-02,2315,2014-10-02,2315,"DUI",NA,"EAST","C","C3","MADISON PARK"
20180000193307,2018-05-29,723,2018-06-06,1950,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","WEST","M","M1","DOWNTOWN COMMERCIAL"
2015000093020,2015-03-21,2104,2015-03-21,NA,"AGGRAVATED ASSAULT","ASSLT-AGG-BODYFORCE","WEST","K","K3","CHINATOWN/INTERNATIONAL DISTRICT"
20100000362929,2010-10-16,2045,2010-10-16,2339,"CAR PROWL","THEFT-CARPROWL","NORTH","B","B1","BALLARD SOUTH"
20090000361284,2009-09-24,800,2009-10-13,1301,"BURGLARY-RESIDENTIAL","BURGLARY-FORCE-RES","SOUTHWEST","W","W1","ALKI"
20130000394179,2013-10-30,1200,NA,1610,"THEFT-BICYCLE","THEFT-BICYCLE",NA,"M","M3","DOWNTOWN COMMERCIAL"
2010000074847,2010-02-01,NA,2010-03-06,1232,"BURGLARY-RESIDENTIAL",NA,"SOUTH",NA,"S1","NEW HOLLY"
20090000357968,NA,1428,2009-10-10,1428,"BURGLARY-RESIDENTIAL","BURGLARY-FORCE-RES","SOUTH","S","S3","RAINIER VIEW"
20140000339098,NA,1005,2014-10-10,1044,"FAMILY OFFENSE-NONVIOLENT","CHILD-OTHER","EAST","G","G2","CENTRAL AREA/SQUIRE PARK"
20080000302137,2008-08-13,2100,2008-08-14,1221,"THEFT-BICYCLE","THEFT-BICYCLE",NA,"C","C1","CAPITOL HILL"
20110000306875,2011-09-16,2320,2011-09-16,2320,"LIQUOR LAW VIOLATION","LIQUOR LAW VIOLATION","SOUTH",NA,"O1","SODO"
2010000012866,2010-01-12,945,2010-01-12,1349,"BURGLARY-RESIDENTIAL","BURGLARY-NOFORCE-RES","NORTH","N","N1","BITTERLAKE"
20110000902261,2011-06-14,1715,2011-06-14,1937,"THEFT-ALL OTHER","THEFT-OTH","SOUTHWEST","F",NA,"ROXHILL/WESTWOOD/ARBOR HEIGHTS"
2013000081967,2013-03-10,1706,2013-03-10,1706,NA,"ASSLT-AGG-DV-BODYFORCE","NORTH","N","N2","BITTERLAKE"
20170000908362,2017-09-13,1100,2017-09-13,NA,"THEFT-ALL OTHER","THEFT-OTH","SOUTH","S","S2","BRIGHTON/DUNLAP"
20150000325439,2015-09-03,2000,2015-09-16,1806,"CAR PROWL","THEFT-LICENSE PLATE","WEST","Q","Q2",NA
20080000360663,2008-09-25,1451,2008-09-25,1551,"AGGRAVATED ASSAULT-DV","ASSLT-AGG-DV-GUN","NORTH","L","L1","NORTHGATE"
NA,2016-03-08,1257,2016-03-08,1315,"TRESPASS","TRESPASS",NA,"B","B2","BALLARD SOUTH"
20160000128951,2016-04-14,1624,2016-04-14,1807,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","WEST","K","K3","CHINATOWN/INTERNATIONAL DISTRICT"
20100000248086,2010-07-19,507,2010-07-19,916,"BURGLARY-COMMERCIAL",NA,"SOUTH","O","O3","GEORGETOWN"
20100000395184,2010-11-12,1142,2010-11-12,1142,"CAR PROWL","THEFT-CARPROWL","NORTH","B","B3","WALLINGFORD"
20090000424444,2009-12-09,1450,2009-12-09,1450,NA,"ASSLT-AGG-DV-WEAPON","SOUTH","R","R2","CLAREMONT/RAINIER VISTA"
20140000906089,2014-07-23,2300,2014-07-24,1233,"THEFT-BICYCLE","THEFT-BICYCLE","NORTH","N","N3","NORTHGATE"
20090000368816,2009-10-19,900,2009-10-19,1730,NA,NA,"EAST","G","G2","FIRST HILL"
20180000270855,2018-07-22,2041,2018-07-22,2138,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","NORTH","J","J3","GREENWOOD"
20100000328755,2010-09-19,1950,2010-09-19,2001,"THEFT-BUILDING","THEFT-BUILDING","WEST","M","M1","BELLTOWN"
2010000050403,2010-02-12,1800,NA,1324,"CAR PROWL","THEFT-CARPROWL","SOUTHWEST","F","F1","NORTH DELRIDGE"
20140000100940,2014-04-02,2200,2014-04-03,NA,"BURGLARY-RESIDENTIAL","BURGLARY-NOFORCE-RES","SOUTHWEST","W","W1","NORTH ADMIRAL"
20110000229668,2011-07-15,2121,2011-07-15,2121,"THEFT-ALL OTHER","THEFT-OTH","WEST","K","K3","PIONEER SQUARE"
20180000310504,2018-08-14,1700,2018-08-20,1515,"AGGRAVATED ASSAULT","ASSLT-AGG-BODYFORCE","SOUTHWEST","W","W3","FAUNTLEROY SW"
20080000478692,2008-12-27,1950,2008-12-27,2035,"TRESPASS","TRESPASS","NORTH","L","L2","NORTHGATE"
20120000193060,2012-06-20,800,2012-06-20,800,"THEFT-ALL OTHER",NA,"NORTH","U","U3","ROOSEVELT/RAVENNA"
20100000145662,NA,1030,2010-05-04,1915,"MOTOR VEHICLE THEFT","VEH-THEFT-MTRCYCLE","WEST","D","D2","QUEEN ANNE"
2012000098545,2012-04-01,1350,2012-04-01,1402,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","NORTH","N","N2","NORTHGATE"
20090000206707,2009-06-15,1100,2009-06-15,1110,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","WEST","K","K1","DOWNTOWN COMMERCIAL"
20140000270606,2014-08-15,1204,2014-08-15,1204,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","EAST","E","E1",NA
20090000121759,2009-04-11,120,2009-04-11,319,"TRESPASS","TRESPASS","EAST","G","G2","MADRONA/LESCHI"
NA,2010-04-06,2148,2010-04-06,2148,"WEAPON","WEAPON-POSSESSION","NORTH","L","L2","NORTHGATE"
20150000339342,2015-09-27,1800,2015-09-28,1107,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","NORTH","J","J2","GREENWOOD"
2012000056326,2012-02-24,1314,2012-02-24,1454,"ROBBERY-STREET","ROBBERY-STREET-GUN","WEST","K","K3","CHINATOWN/INTERNATIONAL DISTRICT"
20110000901484,2011-04-19,1800,2011-04-25,1338,"CAR PROWL","THEFT-CARPROWL","WEST","D","D2","QUEEN ANNE"
20180000187459,2018-05-24,1933,2018-05-27,1038,"THEFT-SHOPLIFT","THEFT-SHOPLIFT",NA,"M","M1","DOWNTOWN COMMERCIAL"
2011000065141,2011-02-25,716,2011-02-25,716,NA,"THEFT-SHOPLIFT",NA,"G","G3","MADRONA/LESCHI"
20170000904954,2017-06-04,830,NA,1421,"THEFT-BICYCLE","THEFT-BICYCLE","WEST","Q","Q3","QUEEN ANNE"
20090000178211,2009-05-24,1500,2009-05-25,449,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","SOUTH",NA,"S3",NA
20100000902538,2010-12-22,2200,NA,2314,"CAR PROWL","THEFT-CARPROWL","SOUTHWEST","F","F2","ROXHILL/WESTWOOD/ARBOR HEIGHTS"
NA,2013-07-10,2056,2013-07-10,NA,"NARCOTIC",NA,"WEST","K","K3","CHINATOWN/INTERNATIONAL DISTRICT"
20150000317116,2015-09-03,1545,2015-09-10,839,"THEFT-ALL OTHER","THEFT-OTH","WEST","Q","Q3","SLU/CASCADE"
20150000902161,2015-03-29,2350,2015-04-01,1942,"CAR PROWL","THEFT-CARPROWL","SOUTH","S","S2","BRIGHTON/DUNLAP"
20080000240457,2008-07-02,0,2008-07-02,949,"CAR PROWL","THEFT-CARPROWL","NORTH","L","L1","LAKECITY"
20170000108863,2017-03-28,1833,2017-04-28,NA,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","SOUTHWEST","F","F2","ROXHILL/WESTWOOD/ARBOR HEIGHTS"
20150000250085,2015-07-20,NA,NA,NA,"THEFT-ALL OTHER","THEFT-OTH","WEST","Q","Q1","MAGNOLIA"
NA,NA,2100,NA,1336,"CAR PROWL","THEFT-CARPROWL","NORTH","U","U2","UNIVERSITY"
20130000184364,2013-05-30,2326,2013-05-30,2326,"CAR PROWL","THEFT-CARPROWL","EAST","E","E2","FIRST HILL"
20080000100017,2008-03-17,1000,2008-03-17,2245,"MOTOR VEHICLE THEFT","VEH-THEFT-TRUCK","SOUTHWEST","W","W1","ALKI"
2011000071888,2011-03-03,NA,2011-03-03,1536,"FAMILY OFFENSE-NONVIOLENT","CHILD-OTHER","NORTH","L","L2","NORTHGATE"
NA,2008-11-17,0,2008-12-02,1535,"THEFT-BICYCLE","THEFT-BICYCLE","WEST","D","D3","EASTLAKE - WEST"
20140000305059,2014-09-12,922,2014-09-12,922,"THEFT-SHOPLIFT","THEFT-SHOPLIFT",NA,NA,"R2","MOUNT BAKER"
20160000178455,2016-05-21,2025,2016-05-21,2026,"AGGRAVATED ASSAULT","ASSLT-AGG-WEAPON","SOUTHWEST","W","W2","ALASKA JUNCTION"
20120000292213,2012-08-30,2030,2012-08-31,1347,"CAR PROWL","THEFT-LICENSE PLATE","WEST","Q","Q2","QUEEN ANNE"
20130000221990,2013-06-25,545,2013-06-25,2051,"THEFT-BICYCLE","THEFT-BICYCLE","EAST","E","E3","FIRST HILL"
20110000314057,NA,1443,2011-09-23,1547,"BURGLARY-RESIDENTIAL","BURGLARY-FORCE-RES","NORTH","U","U1","ROOSEVELT/RAVENNA"
20180000121597,2018-04-06,2127,2018-04-07,214,"DUI","DUI-LIQUOR","WEST",NA,"Q2","QUEEN ANNE"
2018000011228,2018-01-09,1800,2018-01-10,535,"BURGLARY-RESIDENTIAL-SECURE PARKING","BURGLARY-SECURE PARKING-RES","SOUTHWEST","W","W1","NORTH DELRIDGE"
2010000038430,2010-02-01,NA,2010-02-03,100,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","WEST","Q","Q1","MAGNOLIA"
20160000187859,2016-05-28,1513,2016-05-28,1513,"NARCOTIC","NARC-SELL-COCAINE",NA,"M","M1","DOWNTOWN COMMERCIAL"
20150000906016,2015-09-04,1100,2015-09-08,847,"CAR PROWL","THEFT-CARPROWL","NORTH","J","J3",NA
20170000206983,2017-06-08,2200,2017-06-09,1255,"THEFT-BUILDING","THEFT-BUILDING","WEST","K","K1","DOWNTOWN COMMERCIAL"
2011000084976,2011-03-15,439,2011-03-15,439,"CAR PROWL","THEFT-CARPROWL","NORTH","B","B1","BALLARD SOUTH"
2015000013512,2015-01-12,2100,2015-01-13,948,"CAR PROWL","THEFT-CARPROWL","EAST","C","C1","CAPITOL HILL"
20110000405964,2011-12-19,1651,2011-12-19,1651,"BURGLARY-RESIDENTIAL","BURGLARY-FORCE-RES","SOUTHWEST","F","F3","HIGHLAND PARK"
2015000013671,2015-01-13,1210,NA,1214,"THEFT-ALL OTHER",NA,"SOUTH","S","S3","RAINIER VIEW"
20180000155686,2018-05-02,1918,2018-05-02,1918,"THEFT-ALL OTHER","THEFT-OTH","NORTH","L",NA,"NORTHGATE"
20140000273904,2014-08-17,2226,2014-08-17,2351,"AGGRAVATED ASSAULT","ASSLT-AGG-WEAPON","EAST","G","G2","CENTRAL AREA/SQUIRE PARK"
2012000018924,2012-01-20,1815,NA,2144,NA,"THEFT-CARPROWL","EAST","E","E2","CAPITOL HILL"
20140000104441,NA,NA,2014-04-06,212,"HOMICIDE","HOMICIDE-PREMEDITATED-GUN","WEST","M","M2","SLU/CASCADE"
20120000219681,2012-07-09,NA,2012-07-09,2307,"CAR PROWL","THEFT-CARPROWL","EAST",NA,"E2","FIRST HILL"
20170000138887,2017-04-21,929,2017-04-21,929,"TRESPASS","TRESPASS","NORTH","N","N3","NORTHGATE"
NA,2010-02-18,800,2010-02-18,NA,"THEFT-ALL OTHER","THEFT-OTH","NORTH",NA,"N1","BALLARD NORTH"
20140000900992,2014-02-16,200,2014-02-16,1137,"CAR PROWL","THEFT-AUTOACC","NORTH",NA,"U1","ROOSEVELT/RAVENNA"
20150000128566,2015-04-17,1530,2015-04-20,641,"BURGLARY-COMMERCIAL",NA,"SOUTH","O","O2","SODO"
20160000429636,2016-11-28,2000,2016-11-29,1112,NA,"BURGLARY-NOFORCE-RES","NORTH","J","J1","BALLARD NORTH"
20160000402463,2016-11-04,1300,2016-11-07,130,"BURGLARY-RESIDENTIAL",NA,"NORTH","B","B2","FREMONT"
20110000356809,2011-11-02,NA,2011-11-02,525,"CAR PROWL","THEFT-CARPROWL","WEST","Q","Q2","QUEEN ANNE"
20150000100220,2015-03-27,NA,2015-03-27,1916,"BURGLARY-RESIDENTIAL","BURGLARY-FORCE-RES","SOUTH","S","S2","BRIGHTON/DUNLAP"
NA,2012-07-23,2140,2012-07-24,936,"CAR PROWL","THEFT-CARPROWL","NORTH","B","B2","FREMONT"
20120000443170,2012-12-28,2100,2012-12-29,1058,"BURGLARY-RESIDENTIAL","BURGLARY-FORCE-RES","NORTH","L","L1",NA
20110000288142,2011-09-01,1440,2011-09-01,1440,"BURGLARY-RESIDENTIAL",NA,"EAST","G","G3","MADRONA/LESCHI"
2012000056925,NA,2337,2012-02-24,2337,"DUI","DUI-LIQUOR","SOUTH","O","O3","GEORGETOWN"
20090000404451,2009-11-19,2230,2009-11-20,822,"BURGLARY-COMMERCIAL","BURGLARY-FORCE-NONRES","WEST","Q","Q1","MAGNOLIA"
2018000053281,2018-02-12,1300,2018-02-12,1300,"TRESPASS","TRESPASS","WEST","K","K3","CHINATOWN/INTERNATIONAL DISTRICT"
20120000359602,2012-10-14,1600,2012-10-20,741,"CAR PROWL","THEFT-CARPROWL","WEST",NA,"D1","BELLTOWN"
20140000267175,2014-08-12,1652,2014-08-12,1652,"DUI",NA,"SOUTH","O","O1","SODO"
2015000018264,2015-01-17,311,2015-01-17,311,"TRESPASS","TRESPASS",NA,"E","E3",NA
20130000165437,2013-05-16,1900,2013-05-17,937,"CAR PROWL","THEFT-CARPROWL","NORTH","J","J2","BALLARD NORTH"
2008000043528,2008-02-02,1705,2008-02-02,1705,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","NORTH","L","L2","NORTHGATE"
20120000179493,2012-06-07,2100,NA,753,"MOTOR VEHICLE THEFT","VEH-THEFT-AUTO","NORTH",NA,"J2","BALLARD NORTH"
2010000086034,2010-03-15,NA,2010-03-15,2043,"WEAPON","WEAPON-POSSESSION","NORTH","B","B2","BALLARD SOUTH"
20140000138778,NA,NA,2014-05-05,1647,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","SOUTHWEST","F","F1","HIGHLAND PARK"
20120000383851,2012-11-08,740,NA,1807,"BURGLARY-RESIDENTIAL","BURGLARY-FORCE-RES","EAST","G","G2","MADRONA/LESCHI"
20110000229252,2011-07-15,1330,2011-07-15,NA,"THEFT-ALL OTHER","THEFT-OTH","NORTH","U","U3","SANDPOINT"
20130000100610,2013-03-22,1936,2013-03-25,1936,"BURGLARY-RESIDENTIAL","BURGLARY-FORCE-RES","WEST","Q",NA,"QUEEN ANNE"
NA,2012-05-12,2100,2012-05-13,29,"CAR PROWL",NA,"NORTH",NA,"B1","BALLARD SOUTH"
20140000166182,2014-05-27,1316,2014-05-27,1316,"THEFT-ALL OTHER","THEFT-PKPOCKET",NA,"M","M3","DOWNTOWN COMMERCIAL"
20090000264943,2009-07-28,NA,2009-07-29,711,"CAR PROWL","THEFT-CARPROWL","EAST","E","E1","CAPITOL HILL"
20100000280673,2010-08-12,1144,2010-08-12,NA,"THEFT-SHOPLIFT","THEFT-SHOPLIFT","WEST","M","M2","DOWNTOWN COMMERCIAL"
20160000211141,2016-06-13,1500,2016-06-14,856,"CAR PROWL","THEFT-CARPROWL","NORTH","N","N2","BITTERLAKE"
